"";"nombre";"region";"provincia";"comuna";"cut_r";"cut_p";"cut";"hogares";"hectareas";"area";"observaciones";"año"
"1157";"Los Cardones";"Ñuble";"Itata";"Ninhue";"16";"162";16204;9;0,89326417;5784,304729615;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1158";"Camino Al Futuro";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;82;1,18858509;9929,079038935;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1159";"Mi Casa Mi Sueño";"Ñuble";"Diguillín";"Chillán";"16";"161";16101;10;0,73841953;4754,14669899;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"1160";"Chilenos Por Un Sueño";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;37;0,85431803;7132,86861472;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1161";"El Progreso";"Ñuble";"Diguillín";"Bulnes";"16";"161";16102;9;1,29589286;8318,970245815;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"1162";"Coloso";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;36;0,73942635;6164,176200705;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1163";"Borde Rio Coelemu";"Ñuble";"Itata";"Coelemu";"16";"162";16203;10;1,04329722;6743,19405953;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"1164";"Familias Unidas";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;23;0,32071923;2677,216998335;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1165";"Chorrillos";"Ñuble";"Itata";"Coelemu";"16";"162";16203;12;0,88347576;5708,177927995;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"1166";"Fénix";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;75;1,2564996;10489,33869798;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1167";"Puente Ñuble 3";"Ñuble";"Punilla";"San Nicolás";"16";"163";16305;11;0,39782783;2565,420077955;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"1168";"Fuerza Esmeralda";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;16;0,16777159;1400,53552352;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1169";"Nueva Aurora";"Ñuble";"Diguillín";"Bulnes";"16";"161";16102;0;0,51052842;3269,38485764;"NUEVO CAMPAMENTO";" "
"1170";"Genesis II";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;210;4,18569095;34971,4253263;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1171";"Genesis I";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;23;0,76415334;6384,52610613;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1172";"Villa Esperanza";"Ñuble";"Diguillín";"Chillán";"16";"161";16101;74;1,53658738;9892,677152655;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"1173";"Hijos De La Covadonga";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;86;1,5244396;12725,41891475;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1174";"Srael";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;73;1,4500338;12110,423718375;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1175";"Borde Río Ñuble";"Ñuble";"Punilla";"San Nicolás";"16";"163";16301;21;3,7945034;24468,260206125;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1176";"La Escuelita";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;50;0,59618513;4980,82763301;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1177";"Mirador La Portada";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;76;2,33512825;19494,490316385;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1178";"Moisés";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;77;1,51078571;12617,398829765;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1179";"Quebrada Riquelme";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;39;0,82729231;6907,65555408;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1180";"Víctor Jara";"Ñuble";"Diguillín";"Chillán";"16";"161";16101;8;0,59013358;3799,38172474;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"1181";"Rene Schneider";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;94;1,9757653;16498,226229745;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1182";"Áreas Verdes";"Maule";"Talca";"Constitución";"07";"071";7102;11;0,82433971;5480,84418106;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"1183";"Sol Y Luna";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;78;0,89472352;7475,03776849;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1184";"Avenida Bueras Ex-Línea Férrea";"Maule";"Talca";"Empedrado";"07";"071";7104;18;0,54279987;3586,09418219;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"1185";"Todos Luchando Por Un Sueño";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;25;0,2955818;2468,969645875;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1186";"Punta De Rieles";"Maule";"Cauquenes";"Cauquenes";"07";"072";7201;9;0,39159266;2562,500385065;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1187";"Villa Constancia";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;80;0,86442437;7215,973893645;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1188";"René Schnaider";"Maule";"Talca";"Talca";"07";"071";7101;12;0,39917423;2646,946727815;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1189";"Vista Hermosa";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;350;3,7139165;31022,868001045;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1190";"Nueva Esperanza";"Maule";"Linares";"Retiro";"07";"074";7405;21;1,26179726;8228,04290608;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1191";"Heróes de Saislao 1";"Antofagasta";"El Loa";"Calama";"02";"022";2201;0;9,238056;78449,129437185;"NUEVO CAMPAMENTO";" "
"1192";"Villa Las Estrellas";"Maule";"Linares";"Retiro";"07";"074";7405;13;1,19496498;7792,296566075;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1193";"Indígena I";"Antofagasta";"El Loa";"Calama";"02";"022";2201;80;2,6690563;22668,805358495;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1194";"Indígena II";"Antofagasta";"El Loa";"Calama";"02";"022";2201;72;1,82731803;15519,683094035;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1195";"El Molino";"Maule";"Curicó";"Molina";"07";"073";7304;15;0,6435218;4302,035873945;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"1196";"Ignacio Carrera Pinto";"Maule";"Talca";"Constitución";"07";"071";7102;14;1,19495164;7945,38403259;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"1197";"La Mina 1";"Maule";"Talca";"Constitución";"07";"071";7102;26;0,58913457;3917,18941618;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"1198";"Villa Internacional";"Antofagasta";"Antofagasta";"Mejillones";"02";"021";2102;489;6,92694067;58316,28086957;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1199";"La Mina 2";"Maule";"Talca";"Constitución";"07";"071";7102;22;0,33104717;2201,15497999;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"1200";"El Carmen";"Antofagasta";"El Loa";"San Pedro de Atacama";"02";"022";2203;77;4,18954823;35364,027962485;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1201";"Los Molinos";"Maule";"Talca";"Constitución";"07";"071";7102;23;0,64388564;4281,35329845;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"1202";"Lickanantay 2018";"Antofagasta";"El Loa";"San Pedro de Atacama";"02";"022";2203;140;25,45793842;214900,51887272;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1203";"Pangalillo Km4";"Maule";"Talca";"Constitución";"07";"071";7102;8;0,43550279;2895,03002778;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"1204";"Santos Martinez";"Maule";"Curicó";"Curicó";"07";"073";7301;14;0,26697742;1787,94807335;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"1205";"Cerro La Cruz";"Antofagasta";"Antofagasta";"Taltal";"02";"021";2104;14;1,5648872;12711,24673615;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1206";"Terreno Efe";"Maule";"Talca";"Constitución";"07";"071";7102;28;0,97622752;6491,9480228;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"1207";"Luchando Por Nuestro Hogar";"Antofagasta";"Antofagasta";"Taltal";"02";"021";2104;137;8,27957953;67253,95162049;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1208";"Triangulo Cementerio";"Maule";"Talca";"Constitución";"07";"071";7102;8;0,28638018;1904,973857945;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"1209";"Manco Moreno";"Antofagasta";"Antofagasta";"Taltal";"02";"021";2104;25;3,11504398;25304,557621525;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1210";"Viñales Detrás De Las Letras";"Maule";"Talca";"Constitución";"07";"071";7102;13;4,25428212;28271,16038559;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"1211";"Salvador Allende";"Antofagasta";"Antofagasta";"Taltal";"02";"021";2104;21;0,94692869;7691,189829615;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1212";"El Litre";"Maule";"Talca";"Constitución";"07";"071";7102;60;7,05045301;46770,45855071;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"1213";"Tiro Al Blanco II";"Antofagasta";"Antofagasta";"Taltal";"02";"021";2104;64;4,75781268;38641,211425355;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1214";"Gabriela Mistral";"Maule";"Talca";"Constitución";"07";"071";7102;0;0,29074759;1933,50664331;"NUEVO CAMPAMENTO";" "
"1215";"Vida Nueva";"Antofagasta";"Antofagasta";"Taltal";"02";"021";2104;32;2,83785421;23050,53702469;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1216";"Sector la Aurora";"Maule";"Curicó";"Teno";"07";"073";7308;50;9,30558445;62555,18558026;"NUEVO CAMPAMENTO";" "
"1217";"Altos Del Cerro";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;23;1,32377988;11050,425860645;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"1218";"Sin nombre - 1";"Maule";"Talca";"Constitución";"07";"071";7102;0;0,32298607;2148,429984085;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"1219";"Dignidad En El Desierto";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;66;1,78231616;14877,855229165;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"1220";"Villa esperanza";"Maule";"Linares";"Yerbas Buenas";"07";"074";7408;0;0,90431967;5948,004303035;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"1221";"Flor Del Norte (Arian Coni 2)";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;94;1,36275995;11384,98456383;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"1222";"San Gerónimo de Alderete";"Maule";"Linares";"San Javier de Loncomilla";"07";"074";7406;25;0,21818539;1440,649521535;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"1223";"Bendiciones De Colores";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;22;1,12217265;9370,784705505;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"1224";"El Llano";"Maule";"Curicó";"Rauco";"07";"073";7305;10;0,68366851;4588,959838115;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"1225";"El Cerrito";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;20;0,30186438;2521,51155501;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"1226";"Rio Guaiquillo - Obispo Chavez autodenominado (Puerto Principe)";"Maule";"Curicó";"Curicó";"07";"073";7301;200;4,99449887;33441,852382165;"NUEVO CAMPAMENTO";" "
"1227";"Meseta Norte Coloso";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;26;2,04989865;17089,399870165;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"1228";"Roca Roja";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;8;0,61887956;5160,320330795;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"1229";"Esperanza II - Villa Navidad";"Tarapacá";"Iquique";"Iquique";"01";"011";1101;0;0,4232715;3706,882706625;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"1230";"Altamira";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;85;2,67012061;22294,12776449;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"1231";"Niños Felices 2";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;11;0,41728013;3485,00839684;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"1232";"Flor De La Perla";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;51;4,16581074;34850,388980245;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"1233";"13 De Junio";"Tarapacá";"Tamarugal";"Pozo Almonte";"01";"014";1401;0;0,22438812;1963,41539599;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"1234";"Quebrada Baquedano";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;17;0,74722645;6238,66884705;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"1235";"Naciones Unidas";"Tarapacá";"Iquique";"Alto Hospicio";"01";"011";1107;12;0,247478;2165,096809185;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2011"
"1236";"Francis II";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;13;0,14842012;1240,11204723;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"1237";"Ex Vertedero Norte";"Tarapacá";"Iquique";"Alto Hospicio";"01";"011";1107;394;7,92433666;69330,29292295;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"1238";"Baquedano 1";"Antofagasta";"Antofagasta";"Sierra Gorda";"02";"021";2103;34;2,54751074;21366,712888065;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"1239";"Villa La Pampa";"Tarapacá";"Tamarugal";"Pozo Almonte";"01";"014";1401;39;3,75528939;32860,15444021;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1240";"Tocopilla (Cuesta Barriles)";"Antofagasta";"Tocopilla";"Tocopilla";"02";"023";2301;51;2,78920991;23824,156565165;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"1241";"Toma Protesta";"Tarapacá";"Iquique";"Alto Hospicio";"01";"011";1107;107;1,46919964;12852,297986525;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1242";"Laguna Zapallar";"Valparaíso";"Petorca";"Zapallar";"05";"054";5405;10;0,87305192;6177,691139785;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"1243";"Pasaje Colón - El Colorado";"Tarapacá";"Iquique";"Iquique";"01";"011";1101;9;0,0611658;535,684950705;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1244";"Los Soiles Gallineros";"Valparaíso";"Quillota";"Hijuelas";"05";"055";5503;65;1,79862375;12658,455705135;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"1245";"Chanavayita";"Tarapacá";"Iquique";"Iquique";"01";"011";1101;54;2,44216327;21253,954653015;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1246";"Olegario Contreras";"Valparaíso";"San Felipe de Aconcagua";"Panquehue";"05";"057";5704;13;0,33806926;2382,48433609;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"1247";"Caramucho";"Tarapacá";"Iquique";"Iquique";"01";"011";1101;36;1,59095312;13852,376604135;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1248";"Cerro La Virgen";"Valparaíso";"San Felipe de Aconcagua";"San Felipe";"05";"057";5701;68;1,51946327;10720,722406685;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"1249";"La Pampa";"Tarapacá";"Iquique";"Alto Hospicio";"01";"011";1107;228;4,49917207;39357,412972815;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1250";"Callejón Navia";"Valparaíso";"Quillota";"Nogales";"05";"055";5506;16;0,24295794;1716,80872152;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"1251";"Renacer";"Tarapacá";"Iquique";"Alto Hospicio";"01";"011";1107;220;3,17566297;27781,28173317;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1252";"Sitio 49";"Tarapacá";"Iquique";"Alto Hospicio";"01";"011";1107;10;0,56791212;4968,6872202;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1253";"Chiñihue Los Quilos";"Metropolitana";"Talagante";"El Monte";"13";"136";13602;27;1,10761411;7649,125921465;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"1254";"Pampa Ilusión";"Tarapacá";"Iquique";"Alto Hospicio";"01";"011";1107;43;1,76287498;15428,68939977;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1255";"Las Camelias";"Metropolitana";"Maipo";"Buin";"13";"134";13402;26;0,80632893;5564,49599244;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"1256";"La Red";"Metropolitana";"Talagante";"El Monte";"13";"136";13602;13;0,41199974;2844,01559806;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2011"
"1257";"Tarapacá";"Tarapacá";"Iquique";"Alto Hospicio";"01";"011";1107;107;4,30544563;37681,499465135;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1258";"El Arrayan";"Biobío";"Biobío";"Los Angeles";"08";"083";8301;9;2,1652494;13632,30658931;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2011"
"1259";"Pueblo Unido";"Tarapacá";"Iquique";"Alto Hospicio";"01";"011";1107;69;1,92509065;16848,841223025;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1260";"El Porvenir";"Biobío";"Biobío";"Los Angeles";"08";"083";8301;38;19,25194723;121357,168424255;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2011"
"1261";"La Gran Familia";"Tarapacá";"Iquique";"Alto Hospicio";"01";"011";1107;36;1,40703424;12314,540386055;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1262";"Los Robles";"Biobío";"Biobío";"Los Angeles";"08";"083";8301;14;2,8972949;18276,53050611;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"1263";"Diuquin Laja";"Biobío";"Biobío";"Laja";"08";"083";8304;21;1,50842645;9528,59947712;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2011"
"1264";"Jardín Del Edén";"Tarapacá";"Iquique";"Alto Hospicio";"01";"011";1107;118;4,24843115;37183,18993487;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1265";"Costanera Queule";"La Araucanía";"Cautín";"Toltén";"09";"091";9118;13;0,56214256;3360,641909435;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1266";"Jireh";"Tarapacá";"Iquique";"Alto Hospicio";"01";"011";1107;122;2,55732056;22382,07302896;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1267";"Paz Y Progreso";"La Araucanía";"Cautín";"Toltén";"09";"091";9118;27;3,48375164;20828,44992384;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1268";"Nuevo Amanecer II";"Tarapacá";"Iquique";"Alto Hospicio";"01";"011";1107;39;0,5425895;4748,830831945;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1269";"Mi Gran Sueño";"La Araucanía";"Malleco";"Collipulli";"09";"092";9202;16;1,32533456;8238,999613005;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1270";"Los Álamos";"Tarapacá";"Iquique";"Alto Hospicio";"01";"011";1107;63;0,96868031;8478,019819265;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1271";"Comunidad Indígena Urbana Wenehuen";"La Araucanía";"Malleco";"Collipulli";"09";"092";9202;37;8,95148302;55643,08882735;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1272";"Señor De Los Milagros";"Tarapacá";"Iquique";"Alto Hospicio";"01";"011";1107;52;0,88544568;7749,604858115;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1273";"Nuestro Esfuerzo (Millaray)";"La Araucanía";"Malleco";"Collipulli";"09";"092";9202;39;1,70900247;10624,99583534;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1274";"Grupo No Organizado";"La Araucanía";"Malleco";"Collipulli";"09";"092";9202;19;4,58694944;28517,31312479;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1275";"Línea Férrea Siempre Viva";"La Araucanía";"Cautín";"Nueva Imperial";"09";"091";9111;14;0,53006365;3226,524740065;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1276";"San Francisco";"La Araucanía";"Cautín";"Carahue";"09";"091";9102;14;0,45879767;2795,99546921;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1277";"Línea Férrea";"La Araucanía";"Malleco";"Los Sauces";"09";"092";9206;9;3,13718196;19498,351936095;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1278";"Los Rieles (Gabriela Mistral)";"La Araucanía";"Malleco";"Angol";"09";"092";9201;25;1,4229965;8883,351108675;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1279";"Recinto Estación";"La Araucanía";"Malleco";"Purén";"09";"092";9208;33;5,50650209;34189,25822145;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1280";"9 Oriente";"La Araucanía";"Malleco";"Curacautín";"09";"092";9203;10;0,38638387;2368,619106065;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1281";"La Construcción";"La Araucanía";"Cautín";"Freire";"09";"091";9105;15;1,32700411;8026,921675585;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1282";"Toma Santa Rosa";"Biobío";"Concepción";"Hualqui";"08";"081";8105;27;0,67043664;4281,34910827;"NUEVO CAMPAMENTO";" "
"1283";"Toma Villa Los Alamos";"Biobío";"Concepción";"Hualqui";"08";"081";8105;35;1,48049351;9454,899182705;"NUEVO CAMPAMENTO";" "
"1284";"Hortalizas";"Biobío";"Arauco";"Curanilahue";"08";"082";8205;12;0,2608889;1645,09225375;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
