"";"nombre";"region";"provincia";"comuna";"cut_r";"cut_p";"cut";"hogares";"hectareas";"area";"observaciones";"año"
"726";"El Baden";"Metropolitana";"Chacabuco";"Lampa";"13";"133";13302;18;0,53762019;3747,548256225;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"727";"Alto Mirador";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;47;1,78271585;14002,94098976;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"728";"Lautaro";"Magallanes y de la Antártica Chilena";"Magallanes";"Punta Arenas";"12";"121";12101;53;6,06047157;21854,78010038;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"729";"Los Aromos";"Metropolitana";"Chacabuco";"Colina";"13";"133";13301;217;11,82595769;82523,760867535;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2011"
"730";"Las Lomitas I";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;39;1,30651222;10262,359043245;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"731";"Villa Las Etnias";"Magallanes y de la Antártica Chilena";"Magallanes";"Punta Arenas";"12";"121";12101;118;6,00209226;21642,733676625;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"732";"El Arenal";"Metropolitana";"Cordillera";"San José de Maipo";"13";"132";13203;28;0,96077067;6632,147039355;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"733";"Las Lomitas II";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;91;5,62014124;44146,683443955;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"734";"Toma Proongación Cap. Ignacio carrera Pinto";"Magallanes y de la Antártica Chilena";"Magallanes";"Punta Arenas";"12";"121";12101;45;44,57939129;160579,231702965;"NUEVO CAMPAMENTO";" "
"735";"Emergencia";"Metropolitana";"Cordillera";"San José de Maipo";"13";"132";13203;14;0,54111111;3738,422743975;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"736";"Quebrada El Molle";"Coquimbo";"Elqui";"Andacollo";"04";"041";4103;22;3,89514176;28987,499847725;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"737";"Pedro De Valdivia";"Metropolitana";"Talagante";"El Monte";"13";"136";13602;34;3,74185586;25841,659478985;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"738";"Colonias Extranjeras";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;59;2,68824211;21114,40314851;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"739";"Los Caliches Del Romero";"Coquimbo";"Elqui";"La Serena";"04";"041";4101;10;8,98246824;67305,200704365;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2011"
"740";"Nuevo Horizonte";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;71;2,54587661;19995,82380696;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"741";"Los Areneros De Pirque";"Metropolitana";"Cordillera";"Pirque";"13";"132";13202;30;0,89160077;6161,257713425;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"742";"Villa La Loma";"Coquimbo";"Elqui";"Andacollo";"04";"041";4103;22;2,37616838;17679,57299511;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"743";"Alto Las Colonias";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;25;0,81140898;6373,3132576;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"744";"Picachos Negros";"Atacama";"Huasco";"Huasco";"03";"033";3304;20;2,76643749;21307,475939285;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"745";"El Yalí";"Metropolitana";"Melipilla";"San Pedro";"13";"135";13505;42;1,61404017;11092,445483385;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"746";"Eben Ezer";"Coquimbo";"Elqui";"Coquimbo";"04";"041";4102;9;0,66275341;4962,43797098;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"747";"Nueva Generación";"Atacama";"Huasco";"Huasco";"03";"033";3304;42;2,93678176;22619,13754719;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"748";"Los Paltos";"Metropolitana";"Maipo";"Buin";"13";"134";13402;77;2,30927889;15943,036332135;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"749";"Camino Al Mar";"Coquimbo";"Elqui";"Coquimbo";"04";"041";4102;46;1,38437845;10365,020167435;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"750";"Pedro De Valdivia";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;8;0,13851794;1087,478677835;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"751";"Callejón La Farfana";"Metropolitana";"Santiago";"Maipú";"13";"131";13119;77;2,94639284;20434,38492351;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"752";"Vista Al Mar Y La Batea";"Coquimbo";"Elqui";"Coquimbo";"04";"041";4102;70;5,084571;38066,609362235;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"753";"Un Sueño Por Cumplir";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;20;0,40426153;3175,441925555;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"754";"Mujeres Unidas";"Metropolitana";"Maipo";"Buin";"13";"134";13402;37;0,14551004;1003,77136053;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"755";"Sol Del Pacífico";"Coquimbo";"Elqui";"Coquimbo";"04";"041";4102;37;4,48109562;33541,9476701;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"756";"Callejón Lo Martínez";"Atacama";"Huasco";"Huasco";"03";"033";3304;15;4,29517336;33076,6735431;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"757";"Cancha Los Tilos Parcela 22";"Metropolitana";"Maipo";"Calera de Tango";"13";"134";13403;15;0,68535855;4739,62345811;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"758";"Puntilla Norte";"Coquimbo";"Choapa";"Illapel";"04";"042";4201;25;6,17092064;44617,73913389;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"759";"Callejón Martinez";"Atacama";"Huasco";"Vallenar";"03";"033";3301;44;1,99092721;15298,17658291;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"760";"Cerro La Virgen";"Metropolitana";"Talagante";"Peñaflor";"13";"136";13605;51;6,31440353;43681,28113053;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"761";"Tahuinco";"Coquimbo";"Choapa";"Salamanca";"04";"042";4204;35;3,5462094;25546,492511595;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"762";"18 De Septiembre";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;31;1,62335735;12750,784598195;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"763";"Callejón San Henriquez";"Metropolitana";"Talagante";"Talagante";"13";"136";13601;23;0,12783296;883,154333575;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"764";"El Bosque";"Coquimbo";"Choapa";"Salamanca";"04";"042";4204;8;1,12224584;8087,623618925;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"765";"Buenavista";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;68;2,77476567;21798,14849753;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"766";"Ferrocarril Talagante";"Metropolitana";"Talagante";"Talagante";"13";"136";13601;33;3,09241789;21368,937930575;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"767";"Villa La Cruz";"Coquimbo";"Elqui";"Coquimbo";"04";"041";4102;24;3,35242826;25052,33169761;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"768";"Chamonate Poniente";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;12;2,35381132;18505,525531565;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"769";"Cancha Los Tilos - Sitio 20";"Metropolitana";"Maipo";"Calera de Tango";"13";"134";13403;9;0,19243141;1330,77435507;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"770";"Lagunillas";"Coquimbo";"Limarí";"Ovalle";"04";"043";4301;156;22,01732741;162828,09779718;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"771";"El Oasis";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;51;1,24814699;9799,32949633;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"772";"La Sierra";"Metropolitana";"Santiago";"Lo Espejo";"13";"131";13116;21;0,68035493;4714,443466105;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"773";"Stecher";"Coquimbo";"Limarí";"Ovalle";"04";"043";4301;8;0,5247873;3876,71083633;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"774";"El Patahu";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;13;0,68275558;5363,69313724;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"775";"Quebrada La Carmona";"Metropolitana";"Cordillera";"San José de Maipo";"13";"132";13203;16;0,69642766;4819,018534735;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"776";"Puntilla De Barrancas";"Coquimbo";"Limarí";"Ovalle";"04";"043";4301;29;2,64883977;19571,30712905;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"777";"El Progreso";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;32;1,15412858;9066,32623164;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"778";"Cementerio";"Metropolitana";"Santiago";"Quilicura";"13";"131";13125;21;4,08321565;28387,163033585;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"779";"Sotaqui";"Coquimbo";"Limarí";"Ovalle";"04";"043";4301;10;0,45466717;3356,095480795;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"780";"Gran Mirador";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;40;2,0890957;16409,78425964;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"781";"Las Acacias";"Metropolitana";"Chacabuco";"Lampa";"13";"133";13302;33;4,71366045;32852,220479035;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"782";"Canelillo";"Coquimbo";"Choapa";"Illapel";"04";"042";4201;50;9,75820141;70410,761400305;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"783";"La Greda";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;34;4,55828636;35779,57110462;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"784";"El Melón Esperanza";"Metropolitana";"Santiago";"Quinta Normal";"13";"131";13126;15;0,15002433;1041,983275595;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"785";"Costanera Choapa";"Coquimbo";"Choapa";"Salamanca";"04";"042";4204;24;1,18202834;8515,27482963;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"786";"La Nueva Hochschild";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;62;4,45491786;34987,80526615;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"787";"La Cruz";"Metropolitana";"Santiago";"Quinta Normal";"13";"131";13126;20;0,33747116;2343,96354847;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"788";"El Consuelo Alto";"Coquimbo";"Choapa";"Salamanca";"04";"042";4204;19;1,47212775;10607,657298535;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"789";"Las Colonias Internacionales";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;15;1,35796199;10666,666524395;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"790";"Los Arminios";"Metropolitana";"Santiago";"Conchalí";"13";"131";13104;16;0,49873617;3467,20408708;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"791";"Quebrada Desierto Florido";"Coquimbo";"Elqui";"La Serena";"04";"041";4101;98;19,22048153;144070,069250455;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"792";"Libertad";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;22;1,16381043;9141,782013655;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"793";"Condominio Buzeta";"Metropolitana";"Santiago";"Estación Central";"13";"131";13106;24;0,1900749;1318,719106725;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"794";"Tierras Añañucas";"Coquimbo";"Elqui";"La Serena";"04";"041";4101;65;31,75190758;238025,963274165;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"795";"Los Conquistadores";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;69;4,93834903;38789,876227745;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"796";"Camino Internacional";"Metropolitana";"Maipo";"San Bernardo";"13";"134";13401;13;0,7383718;5105,29161394;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"797";"Milla Antu";"Metropolitana";"Cordillera";"Puente Alto";"13";"132";13201;217;2,73938276;18944,8971305;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"798";"Ladera Alfalfares";"Coquimbo";"Elqui";"La Serena";"04";"041";4101;13;0,64626711;4841,48567427;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"799";"Mirador 1 Alto Andacollo";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;45;1,5512945;12185,63785339;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"800";"Costanera";"Metropolitana";"Cordillera";"Puente Alto";"13";"132";13201;90;3,0254867;20922,22001563;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"801";"Ladera Norte";"Coquimbo";"Elqui";"La Serena";"04";"041";4101;22;1,91739783;14363,36415847;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"802";"Mirador De Guadalupe";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;43;1,56205652;12271,008049145;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"803";"Barro Y Sol";"Metropolitana";"Cordillera";"Puente Alto";"13";"132";13201;74;3,33749971;23082,390991955;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"804";"El Toro";"Coquimbo";"Elqui";"Andacollo";"04";"041";4103;22;9,09232415;67634,089450315;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"805";"Esperanza - Vista Hermosa";"Metropolitana";"Cordillera";"Puente Alto";"13";"132";13201;37;3,37078155;23309,14989433;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"806";"Nueva Luz";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;18;2,22943324;17513,197679685;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"807";"Subida Mina Hermosa";"Coquimbo";"Elqui";"Andacollo";"04";"041";4103;18;4,33223234;32232,036925035;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"808";"Cerro La Ballena";"Metropolitana";"Cordillera";"Puente Alto";"13";"132";13201;11;0,81642624;5646,71871639;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"809";"Nueva Vida";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;13;0,54186966;4256,20833418;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"810";"San Pedro";"Coquimbo";"Elqui";"Coquimbo";"04";"041";4102;31;5,45939511;40671,55711385;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"811";"San Pedro";"Metropolitana";"Chacabuco";"Lampa";"13";"133";13302;16;0,66986451;4667,832211545;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"812";"05 De Abril";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;27;1,1090826;8712,692855035;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"813";"Cerro Chico";"Coquimbo";"Choapa";"Salamanca";"04";"042";4204;17;0,99328237;7156,18099965;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"814";"Rodeo Medialuna";"Metropolitana";"Chacabuco";"Lampa";"13";"133";13302;135;5,06226066;35288,896248145;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"815";"San Expedito";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;11;2,71204901;21289,815978815;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"816";"Puerto Oscuro";"Coquimbo";"Choapa";"Canela";"04";"042";4202;33;1,10683353;8042,858378565;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"817";"Nuevo Porvenir";"Metropolitana";"Chacabuco";"Lampa";"13";"133";13302;83;7,72351663;53827,187666015;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"818";"Ribera Oriente";"Coquimbo";"Choapa";"Illapel";"04";"042";4201;9;2,66534648;19269,194065025;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"819";"Galvarino";"Metropolitana";"Santiago";"La Florida";"13";"131";13110;18;0,21169865;1467,425239295;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"820";"Unidos Por Nuestros Sueños";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;14;1,27156771;9989,182871185;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"821";"Felipe Camiroaga Colina";"Metropolitana";"Chacabuco";"Colina";"13";"133";13301;42;2,84205694;19846,69461507;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"822";"Newell Kallfu";"Coquimbo";"Elqui";"Coquimbo";"04";"041";4102;26;4,29894646;32180,89093122;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"823";"Quebrada De Macul II";"Metropolitana";"Santiago";"La Florida";"13";"131";13110;22;0,51711229;3584,106176495;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"824";"Unión Esperanza";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;42;4,72372566;37109,77256099;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"825";"El Remanso";"Coquimbo";"Elqui";"Coquimbo";"04";"041";4102;59;3,2364797;24226,545716015;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"826";"La Esperanza";"Metropolitana";"Chacabuco";"Tiltil";"13";"133";13303;17;1,8999233;13293,015785865;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"827";"Unión Latinoamericana";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;77;2,70898092;21281,030525035;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"828";"El Estero II";"Metropolitana";"Chacabuco";"Lampa";"13";"133";13302;104;3,82721907;26677,557345985;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"829";"Los Changos";"Coquimbo";"Elqui";"Coquimbo";"04";"041";4102;182;27,10874853;202951,995938565;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"830";"Talagante Sin Fronteras";"Metropolitana";"Talagante";"Talagante";"13";"136";13601;48;3,15794207;21810,043245685;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"831";"Unión Borgoño";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;20;1,53559715;12063,48298293;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"832";"Villa Francia";"Coquimbo";"Elqui";"Vicuña";"04";"041";4106;36;4,73419917;35367,084834205;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"833";"Almirante Latorre";"Metropolitana";"Talagante";"Talagante";"13";"136";13601;17;1,29169103;8925,22525128;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"834";"Los Conquistadores II";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;8;0,24200228;1900,862143145;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"835";"Quebrada Meléndez";"Atacama";"Copiapó";"Tierra Amarilla";"03";"031";3103;14;0,50154767;3931,57453083;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"836";"Nuevo Consuelo Alto";"Coquimbo";"Choapa";"Salamanca";"04";"042";4204;113;16,32892806;117662,990313905;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"837";"Calixto Nuñez";"Metropolitana";"Talagante";"Talagante";"13";"136";13601;11;0,78541396;5427,270049175;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"838";"Toma Agustina";"Atacama";"Copiapó";"Tierra Amarilla";"03";"031";3103;29;1,85592261;14538,14771794;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"839";"Ribera Del Río";"Metropolitana";"Talagante";"Talagante";"13";"136";13601;115;37,82832557;261422,830998525;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"840";"Nueva Costanera Choapa";"Coquimbo";"Choapa";"Salamanca";"04";"042";4204;39;1,71955788;12388,15831976;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"841";"Los Héroes II";"Atacama";"Chañaral";"Diego de Almagro";"03";"032";3202;9;0,2657301;2122,5503371;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"842";"Quebrada Las Rosas IO";"Coquimbo";"Elqui";"Coquimbo";"04";"041";4102;54;8,68951705;65000,685196315;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"843";"Toma 06 De Enero";"Atacama";"Huasco";"Vallenar";"03";"033";3301;65;4,75168241;36509,89760882;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"844";"Margarita Mella";"Metropolitana";"Chacabuco";"Tiltil";"13";"133";13303;24;5,29771603;37155,04039785;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"845";"Las Añañucas";"Coquimbo";"Elqui";"Coquimbo";"04";"041";4102;14;0,44807605;3354,24195032;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"846";"Toma Pedro Martinez";"Atacama";"Huasco";"Vallenar";"03";"033";3301;11;0,31056841;2385,5366429;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"847";"Ribera Del Rio II";"Metropolitana";"Chacabuco";"Tiltil";"13";"133";13303;15;5,75234633;40201,32127963;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
