OBJECTID_12,OBJECTID,OBJECTID_1,FOLIO,NOMBRE,REGION,CUT_R,PROVINCIA,CUT_P,CUT,COMUNA,AN_CAT,N_HOG,FUENTE,OBS,HECTAREAS,Shape_Leng,Shape_Length,Shape_Area
246,246,244,560119,Sor Teresa - San Antonio,Valparaíso,05,San Antonio,056,5601,San Antonio,CATASTRO_2022,44,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,2.14909465,834.78074402,0.0070019324615743,1.44450200902873e-06
247,247,245,560120,Terrenos Municipales,Valparaíso,05,San Antonio,056,5601,San Antonio,CATASTRO_2022,32,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,0.71570153,856.95689759,0.00672030659468851,4.810630999432e-07
248,248,246,560122,Vista Hermosa,Valparaíso,05,San Antonio,056,5603,Cartagena,CATASTRO_2022,789,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,64.57228633,4102.65564873,0.0344828445453316,4.34226205850994e-05
249,249,247,560124,Manuel Bulnes,Valparaíso,05,San Antonio,056,5601,San Antonio,CATASTRO_2022,231,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,22.5688783,2654.29774506,0.0225742106515351,1.51755087869145e-05
250,250,248,560125,Pelancura Oriente,Valparaíso,05,San Antonio,056,5601,San Antonio,CATASTRO_2022,26,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.77751049,875.52472067,0.00684634232991898,1.19527505994931e-06
251,251,249,5109126,Villa La Cruz II,Valparaíso,05,Valparaíso,051,5109,Viña del Mar,CATASTRO_2022,35,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,3.84200496,923.21290455,0.00736133135471612,2.59991476749065e-06
252,252,250,5101109,Quebrada Jaime,Valparaíso,05,Valparaíso,051,5101,Valparaíso, ,24,MUNICIPALIDAD,NUEVO CAMPAMENTO,2.95746865,730.11566686,0.00611184924620531,2.00026686477733e-06
253,253,251,5101110,EL VERGEL ALTO,Valparaíso,05,Valparaíso,051,5101,Valparaíso, ,100,INE,NUEVO CAMPAMENTO,10.97887487,2425.71187132,0.0197204401019022,7.42424012202617e-06
254,254,253,510305,QUEBRADA HIGUERILLAS,Valparaíso,05,Valparaíso,051,5103,Concón, ,9,INE,NUEVO CAMPAMENTO,0.31146615,243.51522826,0.00197468277977741,2.10958009482461e-07
255,255,254,510306,La isla,Valparaíso,05,Valparaíso,051,5103,Concón, ,0,INE,NUEVO CAMPAMENTO,55.98528906,5131.22241957,0.0437805961271203,3.79238017431954e-05
256,256,258,510505,Sin nombre 26,Valparaíso,05,Valparaíso,051,5105,Puchuncaví, ,0,INE,NUEVO CAMPAMENTO,1.66510048,514.44685496,0.00419809410726509,1.1301754146687e-06
257,257,259,530104,Los Andes,Valparaíso,05,Los Andes,053,5301,Los Andes, ,0,INE,NUEVO CAMPAMENTO,4.30651544,1175.4825026,0.00995478455920581,2.92080256879962e-06
258,258,260,550606,Los Molles-Los Pajaritos,Valparaíso,05,Quillota,055,5506,Nogales, ,0,INE,NUEVO CAMPAMENTO,0.67988884,376.77585697,0.00308452998948713,4.61498203858653e-07
259,259,261,550607,Las Cabrerías,Valparaíso,05,Quillota,055,5506,Nogales, ,0,INE,NUEVO CAMPAMENTO,0.53803989,346.86047796,0.00287087989138979,3.65197788119527e-07
260,260,262,560310,Edén del Poeta sección 2,Valparaíso,05,San Antonio,056,5603,Cartagena, ,0,INE,NUEVO CAMPAMENTO,1.32496462,580.19993216,0.00491060844821208,8.90995235707145e-07
261,261,263,560311,Las Palmeras,Valparaíso,05,San Antonio,056,5603,Cartagena, ,200,MUNICIPALIDAD,NUEVO CAMPAMENTO,0.39899698,445.74878675,0.00353268422668958,2.68304911564455e-07
262,262,264,560312,Toma Edén del Poeta,Valparaíso,05,San Antonio,056,5603,Cartagena, ,157,MUNICIPALIDAD,NUEVO CAMPAMENTO,4.94020429,905.36014144,0.00732992067807184,3.32206498445454e-06
263,263,265,560313,Comunidad Frente del mar,Valparaíso,05,San Antonio,056,5603,Cartagena, ,140,MUNICIPALIDAD,NUEVO CAMPAMENTO,7.34083335,1454.54109292,0.0119518870580056,4.93644557179188e-06
264,264,266,560403,Tralcamahuida,Valparaíso,05,San Antonio,056,5604,El Quisco, ,40,SERVIU,NUEVO CAMPAMENTO,1.68627181,751.4880816,0.00642134701407357,1.13586164769749e-06
265,265,267,560404,Sector Tralca Mahuida II,Valparaíso,05,San Antonio,056,5604,El Quisco, ,0,INE,NUEVO CAMPAMENTO,0.87414575,375.96450584,0.00313304695316686,5.8881297419705e-07
266,266,268,560503,Michay- Los Helechos,Valparaíso,05,San Antonio,056,5605,El Tabo, ,75,MUNICIPALIDAD,NUEVO CAMPAMENTO,7.44823914,1159.36208196,0.00971339320403921,5.01484114134762e-06
267,267,269,560504,Toma El esfuerzo,Valparaíso,05,San Antonio,056,5605,El Tabo, ,12,MUNICIPALIDAD,NUEVO CAMPAMENTO,0.61959295,327.44268983,0.00263756864996692,4.16881029783612e-07
268,268,270,570103,Río Putaendo - 21 de Mayo,Valparaíso,05,San Felipe de Aconcagua,057,5701,San Felipe, ,74,MUNICIPALIDAD,NUEVO CAMPAMENTO,19.83930714,4697.2386429,0.0382671149329997,1.34695552357065e-05
269,269,271,570502,Los Maitenes,Valparaíso,05,San Felipe de Aconcagua,057,5705,Putaendo, ,0,INE,NUEVO CAMPAMENTO,6.72212045,1598.88030871,0.0133263337277249,4.56530024374608e-06
270,270,272,540104,Sin nombre - 1,Valparaíso,05,Petorca,054,5401,La Ligua, ,0,INE,NUEVO CAMPAMENTO,17.20345964,1996.30508012,0.0167577856771368,1.17136123227603e-05
271,271,273,550206,Callejón El Roble,Valparaíso,05,Quillota,055,5502,Calera, ,0,INE,NUEVO CAMPAMENTO,10.1230686,1626.60976597,0.0133148509474002,6.86645937976455e-06
272,272,274,570303,Toma Las Lomas,Valparaíso,05,San Felipe de Aconcagua,057,5703,Llaillay, ,17,MUNICIPALIDAD,NUEVO CAMPAMENTO,1.3229718,705.23720904,0.00598384802148926,8.97068345597795e-07
273,273,275,580203,Las Lomas,Valparaíso,05,Marga Marga,058,5802,Limache, ,0,INE,NUEVO CAMPAMENTO,0.30718441,339.49140128,0.00286915393484014,2.07852848374686e-07
274,274,276,580204,18 de Octubre,Valparaíso,05,Marga Marga,058,5802,Limache, ,70,MUNICIPALIDAD,NUEVO CAMPAMENTO,26.72022329,3649.53365204,0.0300594519689545,1.80815803062922e-05
275,275,277,580205,18 de Julio,Valparaíso,05,Marga Marga,058,5802,Limache, ,15,MUNICIPALIDAD,NUEVO CAMPAMENTO,3.97962681,970.92718918,0.00800765675624729,2.69386731931336e-06
276,276,278,580206,Nuevo Renacer,Valparaíso,05,Marga Marga,058,5802,Limache, ,32,MUNICIPALIDAD,NUEVO CAMPAMENTO,15.21320101,1698.99588336,0.0136454398278232,1.02975267913605e-05
277,277,279,580207,Comunidad El Mirador,Valparaíso,05,Marga Marga,058,5802,Limache, ,25,SERVIU,NUEVO CAMPAMENTO,3.95355176,927.86049416,0.00758667877860209,2.67621636666209e-06
278,278,280,580208,El Colorado,Valparaíso,05,Marga Marga,058,5802,Limache, ,235,MUNICIPALIDAD,NUEVO CAMPAMENTO,59.13213702,5316.92395283,0.0434962433555683,4.0014233769507e-05
279,279,282,560127,Villa Unidos por la Esperanza,Valparaíso,05,San Antonio,056,5601,San Antonio, ,27,MUNICIPALIDAD,NUEVO CAMPAMENTO,1.14019195,581.87580323,0.00511024643420548,7.66176567409472e-07
280,280,283,560128,Comité Habitacional El Despertar de Chile,Valparaíso,05,San Antonio,056,5601,San Antonio, ,36,MUNICIPALIDAD,NUEVO CAMPAMENTO,1.30487536,559.22321789,0.00445156825246455,8.77440061694073e-07
281,281,284,560129,COMITE HABITACIONAL VILLA LA FE,Valparaíso,05,San Antonio,056,5601,San Antonio, ,55,MUNICIPALIDAD,NUEVO CAMPAMENTO,2.53635338,697.90946983,0.00567558579111164,1.70553924119813e-06
282,282,285,580416,Central Poniente,Valparaíso,05,Marga Marga,058,5804,Villa Alemana, ,0,MUNICIPALIDAD,NUEVO CAMPAMENTO,0.45481553,485.34752364,0.00423626665830623,3.07571313992105e-07
283,283,286,580121,Ingeniero Marchant,Valparaíso,05,Marga Marga,058,5801,Quilpué, ,0,INE,NUEVO CAMPAMENTO,26.43092752,2505.67715795,0.0202028490465814,1.78739197776947e-05
284,284,287,580122,Alto el Bosque,Valparaíso,05,Marga Marga,058,5801,Quilpué, ,40,DIRIGENTE,NUEVO CAMPAMENTO,6.2064503,1078.61400067,0.00861763296073051,4.19722660948411e-06
285,285,289,580124,Alto Los Espinos,Valparaíso,05,Marga Marga,058,5801,Quilpué, ,20,SERVIU,NUEVO CAMPAMENTO,17.16685594,1910.8890607,0.0150761795569028,1.16092119266337e-05
286,286,290,5101112,Sin Nombre 2021,Valparaíso,05,Valparaíso,051,5101,Valparaíso, ,19,MUNICIPALIDAD,NUEVO CAMPAMENTO,2.16782057,805.18860573,0.00674334485729551,1.46625683162079e-06
287,287,291,5101113,Cochamó,Valparaíso,05,Valparaíso,051,5101,Valparaíso, ,0,INE,NUEVO CAMPAMENTO,1.32931046,657.1171756,0.00556540294938491,8.9908493631586e-07
288,288,298,5109133,Juan Arriagada,Valparaíso,05,Valparaíso,051,5109,Viña del Mar, ,0,INE,NUEVO CAMPAMENTO,0.51705781,336.82286642,0.00279130742849658,3.49847871871004e-07
289,289,300,5109135,juan jorquera,Valparaíso,05,Valparaíso,051,5109,Viña del Mar, ,0,INE,NUEVO CAMPAMENTO,0.30513599,314.81630905,0.00248084774456069,2.06496254408025e-07
290,290,301,5109136,La Conquista,Valparaíso,05,Valparaíso,051,5109,Viña del Mar, ,0,INE,NUEVO CAMPAMENTO,0.30363021,313.36763623,0.00271832904879127,2.05434896247477e-07
291,291,302,5109137,Los Almendros B,Valparaíso,05,Valparaíso,051,5109,Viña del Mar, ,0,INE,NUEVO CAMPAMENTO,1.59760663,884.62003603,0.00732131622971473,1.0809695008977e-06
292,292,306,5109141,Valle de la Luna - Ampliación Lago cóndor,Valparaíso,05,Valparaíso,051,5109,Viña del Mar, ,0,INE,NUEVO CAMPAMENTO,1.95554815,974.32734419,0.00783328604386383,1.32273136349027e-06
293,293,308,5109143,Juventud Unida,Valparaíso,05,Valparaíso,051,5109,Viña del Mar, ,0,INE,NUEVO CAMPAMENTO,1.29177357,937.09766847,0.00788833194209495,8.73929515337241e-07
294,294,309,5109144,Cumbres de lajarillas,Valparaíso,05,Valparaíso,051,5109,Viña del Mar, ,135,DIRIGENTE,NUEVO CAMPAMENTO,8.51639591,1391.98362663,0.0114990682265578,5.7647818774368e-06
295,295,310,5109145,Río Valdivia,Valparaíso,05,Valparaíso,051,5109,Viña del Mar, ,0,INE,NUEVO CAMPAMENTO,3.10999917,1130.73105264,0.00925366322184956,2.10371719207709e-06
296,296,311,5109146,Sin nombre - 7,Valparaíso,05,Valparaíso,051,5109,Viña del Mar, ,0,INE,NUEVO CAMPAMENTO,3.72612181,902.6986202,0.00752750636799321,2.52057164844006e-06
297,297,312,5101114,Loma del Pastor,Valparaíso,05,Valparaíso,051,5101,Valparaíso, ,50,DIRIGENTE,NUEVO CAMPAMENTO,5.1237975,1344.01599237,0.0108447197479844,3.4654539852494e-06
298,298,313,5101115,Santa Rosa El Pajonal,Valparaíso,05,Valparaíso,051,5101,Valparaíso, ,78,MUNICIPALIDAD,NUEVO CAMPAMENTO,5.26217129,1003.33361237,0.00838490450086595,3.55868566479254e-06
299,299,314,570503,Pasaje 1 Estero Seco,Valparaíso,05,San Felipe de Aconcagua,057,5705,Putaendo, ,0,TECHO,NUEVO CAMPAMENTO,1.12332928,851.17697436,0.0068044000290894,7.63052878668751e-07
300,300,315,570504,Lo aranda,Valparaíso,05,San Felipe de Aconcagua,057,5705,Putaendo, ,0,TECHO,NUEVO CAMPAMENTO,19.16550691,3464.4683201,0.026866591855209,1.30165072049853e-05
301,301,316,5101116,Quebrada Cabriteria,Valparaíso,05,Valparaíso,051,5101,Valparaíso, ,0,TECHO,NUEVO CAMPAMENTO,0.2084381,327.08406624,0.002603437396044,1.40975287413126e-07
302,302,317,580125,Gabriela Mistral,Valparaíso,05,Marga Marga,058,5801,Quilpué, ,0,TECHO,NUEVO CAMPAMENTO,1.97098775,732.46249235,0.00609860257841447,1.33303247582169e-06
303,303,318,5109147,Nuevo Horizonte,Valparaíso,05,Valparaíso,051,5109,Viña del Mar, ,0,TECHO,NUEVO CAMPAMENTO,1.11540512,430.41276852,0.00354931531680605,7.55064950921494e-07
304,304,321,830101,Av. Las Industrias,Biobío,08,Biobío,083,8301,Los Angeles,CATASTRO_2011,34,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,2.94126341,966.39245007,0.00746393922856236,1.88470770541318e-06
305,305,322,830104,Llano Blanco,Biobío,08,Biobío,083,8301,Los Angeles,CATASTRO_2011,89,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,17.45712165,6537.14944435,0.0558403152772209,1.1166061209755e-05
306,306,323,830106,Puente Rarinco,Biobío,08,Biobío,083,8301,Los Angeles,CATASTRO_2011,35,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,1.97003113,638.36539601,0.00507376201969695,1.26275349561194e-06
307,307,324,831202,Santa Elvira Polcura,Biobío,08,Biobío,083,8312,Tucapel,CATASTRO_2011,43,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,2.78209174,1922.40410531,0.016890981441363,1.7860635841242e-06
308,308,325,831002,Sector Antena San Rosendo,Biobío,08,Biobío,083,8310,San Rosendo,CATASTRO_2011,30,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,18.32051598,3098.43918875,0.0246486707588266,1.17669894408858e-05
309,309,326,830704,Esfuerzo De Coigüe,Biobío,08,Biobío,083,8307,Negrete,CATASTRO_2011,39,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,4.18263719,2172.87635217,0.0157398240763621,2.67556266960678e-06
310,310,327,830501,Villa Alegre Y Otros,Biobío,08,Biobío,083,8305,Mulchén,CATASTRO_2011,63,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,10.48942408,1393.14787547,0.0118532313598453,6.69598037115524e-06
311,311,328,830502,Las Peñas Mulchén,Biobío,08,Biobío,083,8305,Mulchén,CATASTRO_2011,45,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.75348654,800.79317857,0.00623390147798922,1.75780260435472e-06
312,312,329,830402,Carrera Norte Laja,Biobío,08,Biobío,083,8304,Laja,CATASTRO_2011,53,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,4.39026501,2208.18670944,0.016585087499929,2.81903668833316e-06
313,313,330,820201,Cruce Norte,Biobío,08,Arauco,082,8202,Arauco,CATASTRO_2011,33,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,3.31554091,1137.52560323,0.00854504983542764,2.12964502007091e-06
314,314,331,820209,Las Rocas,Biobío,08,Arauco,082,8202,Arauco,CATASTRO_2011,15,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.94124946,882.01228292,0.00760422941482579,6.05310446345407e-07
315,315,332,820102,El Triangulo,Biobío,08,Arauco,082,8201,Lebu,CATASTRO_2011,29,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.63612234,1149.0845147,0.00898698719037819,1.68446807342438e-06
316,316,333,820101,Los Filtros,Biobío,08,Arauco,082,8201,Lebu,CATASTRO_2011,54,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,4.67161714,1165.0713553,0.00887729121335233,2.98607290445189e-06
317,317,334,820103,Pehuén,Biobío,08,Arauco,082,8201,Lebu,CATASTRO_2011,75,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,15.53637432,2554.56265909,0.0220992586340738,9.9240480621096e-06
318,318,335,810706,La Cueva,Biobío,08,Concepción,081,8107,Penco,CATASTRO_2011,24,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.83533478,454.48817256,0.0037261836909136,5.40403543358561e-07
319,319,336,810707,El Vagón,Biobío,08,Concepción,081,8107,Penco,CATASTRO_2011,40,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.68926294,557.62692664,0.00417371083847984,4.45462540580692e-07
320,320,337,820601,Faja Galvarino,Biobío,08,Arauco,082,8206,Los Alamos,CATASTRO_2011,83,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,6.7531081,3413.82425629,0.0282999822669812,4.31581791922289e-06
321,321,339,820501,Ricardo Lagos,Biobío,08,Arauco,082,8205,Curanilahue,CATASTRO_2011,267,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,12.76533075,5314.66464127,0.0428194369072042,8.17615907235812e-06
322,322,340,810601,Villa Los Aromos,Biobío,08,Concepción,081,8106,Lota,CATASTRO_2011,89,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,4.97454827,1087.1542517,0.00861428041866237,3.20216936564422e-06
323,323,341,810623,Villa Inés Hurtado,Biobío,08,Concepción,081,8106,Lota,CATASTRO_2011,89,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,9.43205182,1657.4249521,0.0139911586268337,6.0720988781084e-06
324,324,342,810602,Raúl Silva Henriquez,Biobío,08,Concepción,081,8106,Lota,CATASTRO_2011,67,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,2.73317345,828.0669452,0.00678106813755652,1.75959831050323e-06
325,325,343,810603,El Treból,Biobío,08,Concepción,081,8106,Lota,CATASTRO_2011,41,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,2.08343713,685.91542385,0.00552662425628416,1.34131230565695e-06
326,326,344,810604,La Vega,Biobío,08,Concepción,081,8106,Lota,CATASTRO_2011,77,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,5.15139733,1596.39234803,0.0126718123392879,3.31666812636871e-06
327,327,345,810605,Villa Las Araucarias,Biobío,08,Concepción,081,8106,Lota,CATASTRO_2011,80,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.97337347,1081.05365057,0.008573731994424,1.91406297059202e-06
328,328,346,810606,Fuerte Viejo,Biobío,08,Concepción,081,8106,Lota,CATASTRO_2011,113,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,5.85285742,1843.82063122,0.0149362166564717,3.76681450647064e-06
329,329,347,810624,Villa Ilusión,Biobío,08,Concepción,081,8106,Lota,CATASTRO_2011,174,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,8.9892229,2472.61384527,0.019780784234138,5.78689494707296e-06
330,330,348,810607,Villa Ricardo Lagos,Biobío,08,Concepción,081,8106,Lota,CATASTRO_2011,41,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,2.19601758,833.59413408,0.00702075088687802,1.41374701767521e-06
331,331,349,810617,Villa Jericó,Biobío,08,Concepción,081,8106,Lota,CATASTRO_2011,151,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,8.01225812,1731.77648807,0.0139245058512198,5.15836464614813e-06
332,332,350,810618,Las Estrellas,Biobío,08,Concepción,081,8106,Lota,CATASTRO_2011,56,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.42063369,1034.50734646,0.00868221250761543,9.14554216635646e-07
333,333,351,810608,Línea Férrea Colcura,Biobío,08,Concepción,081,8106,Lota,CATASTRO_2011,25,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,7.15778822,1840.53539484,0.0137742979463368,4.60621951469202e-06
334,334,352,810609,Punta Astorga,Biobío,08,Concepción,081,8106,Lota,CATASTRO_2011,70,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,2.56355788,763.8020387,0.00594493103993185,1.64995628327417e-06
335,335,353,810610,Roble Huacho,Biobío,08,Concepción,081,8106,Lota,CATASTRO_2011,28,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.13362833,472.93681001,0.00392086600949176,7.29643969381694e-07
336,336,354,810611,Monte Los Olivos,Biobío,08,Concepción,081,8106,Lota,CATASTRO_2011,69,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,2.6226592,830.07658339,0.00675678376620879,1.68831173634616e-06
337,337,355,810612,Villa El Estanque,Biobío,08,Concepción,081,8106,Lota,CATASTRO_2011,112,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,6.6943672,1430.5300147,0.0118732098129161,4.30950401816124e-06
338,338,356,810613,Mata Al Cerro,Biobío,08,Concepción,081,8106,Lota,CATASTRO_2011,21,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.28950091,632.95503175,0.00538597293828279,8.29950479044279e-07
339,339,357,810620,Fresia,Biobío,08,Concepción,081,8106,Lota,CATASTRO_2011,120,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,3.98372674,909.48736732,0.00748030928055016,2.56455454015904e-06
340,340,358,810614,El Peral,Biobío,08,Concepción,081,8106,Lota,CATASTRO_2011,36,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,2.20613307,1489.71385908,0.0125304947749084,1.42041470186332e-06
341,341,359,810625,Tiro Al Blanco,Biobío,08,Concepción,081,8106,Lota,CATASTRO_2011,72,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,4.28948952,1116.93875999,0.00941230122243243,2.76136944980929e-06
342,342,360,810615,Puerto Nuevo,Biobío,08,Concepción,081,8106,Lota,CATASTRO_2011,76,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,3.51364721,1692.71727282,0.0134745063145586,2.26136643260897e-06
343,343,361,810621,Escuela Vieja Colcura,Biobío,08,Concepción,081,8106,Lota,CATASTRO_2011,111,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,8.38106272,2196.86472446,0.0184740146983076,5.393793377771e-06
344,344,362,810626,La Fabrica,Biobío,08,Concepción,081,8106,Lota,CATASTRO_2011,38,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,2.33472547,1031.36588824,0.00818954948775038,1.50312591834738e-06
345,345,363,811115,Psje. 1 Cerro El Santo,Biobío,08,Concepción,081,8111,Tomé,CATASTRO_2011,32,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.20580039,489.05073942,0.00397273854887302,7.81038832966552e-07
346,346,364,811102,Las Camelias,Biobío,08,Concepción,081,8111,Tomé,CATASTRO_2011,10,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.68299751,573.62859055,0.00476643095995742,4.42396599609898e-07
347,347,365,811103,Pasaje Guajardo,Biobío,08,Concepción,081,8111,Tomé,CATASTRO_2011,20,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.33642763,771.33731152,0.00612692138740574,8.65523383739767e-07
348,348,366,811104,Los Esteros,Biobío,08,Concepción,081,8111,Tomé,CATASTRO_2011,37,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,8.4007744,1396.1319016,0.0114223581081671,5.44230183277375e-06
349,349,367,811105,Los Castaños,Biobío,08,Concepción,081,8111,Tomé,CATASTRO_2011,18,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.0519658,892.17923713,0.00721815358209403,6.81399074375971e-07
350,350,368,811107,Las Vertientes,Biobío,08,Concepción,081,8111,Tomé,CATASTRO_2011,19,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.03933638,938.86752483,0.00700919501194542,6.72977879206078e-07
351,351,369,811108,Estación - Caleta Quichiuto,Biobío,08,Concepción,081,8111,Tomé,CATASTRO_2011,42,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.14859646,1221.64564983,0.00904304748434613,1.39154108432022e-06
352,352,370,811109,Llacolén,Biobío,08,Concepción,081,8111,Tomé,CATASTRO_2011,15,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.71749663,408.53589796,0.00340167190842168,4.64768651026837e-07
353,353,371,811110,El Túnel,Biobío,08,Concepción,081,8111,Tomé,CATASTRO_2011,29,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.27620409,1138.68761856,0.00887399445382159,8.2735965839105e-07
354,354,372,811111,Madesal,Biobío,08,Concepción,081,8111,Tomé,CATASTRO_2011,63,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,2.8999311,713.30752299,0.00572272740293798,1.87957467114826e-06
355,355,373,811201,Caleta Perone,Biobío,08,Concepción,081,8112,Hualpén,CATASTRO_2011,21,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.05847462,444.55885802,0.00373344320280459,6.84288561823179e-07
356,356,374,810105,21 De Mayo Prat,Biobío,08,Concepción,081,8101,Concepción,CATASTRO_2011,36,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.84551867,546.94368134,0.00406448184328477,5.4622412403527e-07
357,357,375,810107,Temístocles Rojas,Biobío,08,Concepción,081,8101,Concepción,CATASTRO_2011,53,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.03191953,752.39018312,0.00621009002452993,1.31254152227087e-06
358,358,376,810108,Andres Lamas Pulmón Verde,Biobío,08,Concepción,081,8101,Concepción,CATASTRO_2011,61,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.82938802,758.80220925,0.0065339303345369,1.18173994504984e-06
359,359,377,810210,Cantarrana,Biobío,08,Concepción,081,8102,Coronel,CATASTRO_2011,125,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,5.52896375,1135.33963545,0.00910052595592658,3.56215150509905e-06
360,360,379,811004,Vista Al Mar,Biobío,08,Concepción,081,8110,Talcahuano,CATASTRO_2011,120,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,4.13672963,1353.43812253,0.0109769360748816,2.67566571045523e-06
